Index,Listed Stocks,Industry,Sub-Industry,Assets,Liabilities,Equity,Operating Profit,BV,DER,Year
SMCB,,,,12169,3750,8418,2565.17,1098.55,0.45,2012
INTP,,,,22755,3336,19419,7012.89,5275.07,0.17,2012
SMGR,,,,26579,8414,18165,7038.02,3062.43,0.46,2012
ARNA,,,,937,333,605,277.30,329.53,0.55,2012
AMFG,,,,3115,658,2457,626.67,5661.50,0.27,2012
IKAI,,,,507,259,249,-25.97,314.49,1.04,2012
KIAS,,,,2144,168,1975,126.40,132.31,0.09,2012
MLIA,,,,6559,5321,1238,322.86,935.43,4.30,2012
TOTO,,,,1523,624,898,324.63,1813.16,0.70,2012
ALKA,,,,148,93,55,0.01,539.98,1.70,2012
ALMI,,,,1882,1294,588,82.30,1908.71,2.20,2012
BTON,,,,145,32,113,33.21,628.77,0.28,2012
CTBN,,,,2596,1217,1379,504.03,1723.78,0.88,2012
GDST,,,,1164,371,793,73.64,96.70,0.47,2012
MYRX,,,,1116,863,253,56.79,48.59,3.41,2012
MYRXP,,,,1116,863,253,56.79,226.00,3.41,2012
INAI,,,,612,483,129,18.50,815.77,3.74,2012
ITMA,,,,267,5,262,89.83,7692.35,0.02,2012
JKSW,,,,279,678,-399,-16.31,-2661.48,-1.70,2012
JPRS,,,,399,51,348,11.35,463.35,0.15,2012
KRAS,,,,24774,13982,10792,-97.75,684.09,1.30,2012
LION,,,,433,62,372,107.89,7148.37,0.17,2012
LMSH,,,,129,31,98,46.91,10158.87,0.32,2012
PICO,,,,595,396,199,-5.20,350.32,1.99,2012
NIKL,,,,1070,657,413,-46.97,163.47,1.59,2012
BAJA,,,,820,563,257,48.97,142.80,2.19,2012
TBMS,,,,1910,1720,190,59.01,10357.77,9.04,2012
BRPT,,,,20505,11129,9376,-711.65,1343.26,1.19,2012
BUDI,,,,2300,1446,854,185.03,208.38,1.69,2012
DPNS,,,,185,29,156,27.65,470.20,0.19,2012
EKAD,,,,274,82,192,55.97,274.73,0.43,2012
ETWA,,,,961,523,438,33.08,452.08,1.20,2012
SRSN,,,,402,133,269,35.90,44.72,0.49,2012
INCI,,,,132,17,116,7.51,639.43,0.14,2012
SOBI,,,,1312,611,701,23.47,757.60,0.87,2012
TPIA,,,,16314,9344,6970,-316.92,2273.31,1.34,2012
UNIC,,,,2401,1050,1351,156.58,3524.99,0.78,2012
AKKU,,,,11,7,4,-2.43,16.99,1.71,2012
AKPI,,,,1715,872,843,109.13,1240.10,1.03,2012
APLI,,,,334,115,219,20.83,145.76,0.53,2012
BRNA,,,,770,469,302,157.15,437.43,1.55,2012
IPOL,,,,2735,1371,1364,335.47,211.73,1.01,2012
IGAR,,,,312,70,242,70.45,230.50,0.29,2012
SIAP,,,,184,79,106,14.21,176.32,0.74,2012
SIMA,,,,49,64,-16,-4.53,-169.12,-4.12,2012
FPNI,,,,3077,2058,1020,303.70,183.17,2.02,2012
TRST,,,,2188,835,1353,199.37,481.83,0.62,2012
YPAS,,,,349,185,165,32.52,246.39,1.12,2012
CPIN,,,,12349,4172,8176,3629.64,498.63,0.51,2012
JPFA,,,,10961,6198,4763,1210.09,2299.20,1.30,2012
MAIN,,,,1800,1118,682,447.38,402.28,1.64,2012
SIPD,,,,3298,2021,1277,117.50,135.95,1.58,2012
SULI,,,,1429,1475,-46,47.51,-18.78,-31.78,2012
TIRT,,,,680,574,105,-24.05,104.07,5.45,2012
ALDO,,,,185,91,94,28.54,171.47,0.96,2012
FASW,,,,5578,3771,1807,340.97,729.25,2.09,2012
INKP,,,,64281,44237,20044,3643.79,3663.68,2.21,2012
KBRI,,,,741,29,711,38.37,81.89,0.04,2012
TKIM,,,,25935,18448,7487,1798.01,5605.56,2.46,2012
SPMA,,,,1664,885,779,170.72,522.43,1.14,2012
SAIP,,,,1976,697,1279,-24.85,232.17,0.54,2012
INRU,,,,3043,1854,1189,125.83,865.85,1.56,2012
ASII,,,,182274,92460,89814,34852.00,2218.53,1.03,2012
AUTO,,,,8882,3397,5485,1577.17,1422.56,0.62,2012
GJTL,,,,12870,7391,5478,1897.05,1572.08,1.35,2012
GDYR,,,,1198,688,510,208.21,12436.63,1.35,2012
BRAM,,,,2223,583,1640,367.74,3645.01,0.36,2012
IMAS,,,,17578,11869,5708,1339.57,2359.23,2.08,2012
INDS,,,,1665,528,1137,233.76,3608.17,0.46,2012
LPIN,,,,172,37,135,19.99,6346.15,0.28,2012
MASA,,,,6039,2442,3597,313.37,391.71,0.68,2012
NIPS,,,,526,311,215,61.37,10745.63,1.45,2012
PRAS,,,,577,297,280,24.12,476.69,1.06,2012
SMSM,,,,1441,621,820,456.38,569.80,0.76,2012
MYTX,,,,1803,1864,-61,85.63,-41.54,-30.60,2012
ARGO,,,,1810,1588,221,-65.04,660.00,7.17,2012
POLY,,,,3899,11615,-7715,-365.81,-3091.29,-1.51,2012
CNTX,,,,301,279,22,-7.40,6232.57,12.81,2012
CNTB,,,,301,279,22,-7.40,3356.00,12.81,2012
ERTX,,,,433,346,87,10.27,592.59,4.00,2012
ESTI,,,,778,424,354,4.89,175.48,1.20,2012
INDR,,,,6653,3787,2866,391.75,4379.38,1.32,2012
KARW,,,,549,562,-13,77.11,-21.39,-44.71,2012
UNIT,,,,380,139,240,29.54,3187.73,0.58,2012
PBRX,,,,2003,1179,825,128.19,268.95,1.43,2012
PAFI,,,,222,440,-217,-28.63,-134.81,-2.02,2012
HDTX,,,,1363,727,636,60.07,414.72,1.14,2012
ADMG,,,,5791,2696,3095,379.75,795.72,0.87,2012
RICY,,,,842,476,367,21.51,571.84,1.30,2012
STAR,,,,752,262,489,49.62,101.93,0.54,2012
SSTM,,,,810,525,285,47.14,243.35,1.84,2012
TFCO,,,,3709,791,2918,75.51,605.01,0.27,2012
TRIS,,,,366,124,243,68.25,142.68,0.51,2012
UNTX,,,,162,351,-189,-7.86,-23417.48,-1.86,2012
BIMA,,,,100,288,-188,11.91,-2183.93,-1.53,2012
BATA,,,,574,187,387,120.20,29806.81,0.48,2012
JECC,,,,709,566,143,67.79,944.95,3.96,2012
KBLM,,,,723,458,265,45.50,236.38,1.73,2012
KBLI,,,,1162,317,845,192.35,210.97,0.37,2012
SCCO,,,,1487,833,654,209.31,3181.41,1.27,2012
IKBI,,,,781,199,582,53.81,1901.03,0.34,2012
VOKS,,,,1698,1095,603,199.01,725.61,1.82,2012
PTSN,,,,892,373,519,77.87,293.01,0.72,2012
ADES,,,,389,180,209,94.77,354.51,0.86,2012
CEKA,,,,1028,564,463,89.62,1557.66,1.22,2012
DAVO,,,,2510,4637,-2126,-2635.89,-171.43,-2.18,2012
DLTA,,,,745,147,598,116.44,37357.44,0.25,2012
ICBP,,,,17753,5767,11987,3304.31,2055.72,0.48,2012
INDF,,,,59324,25182,34143,7437.82,3888.50,0.74,2012
MYOR,,,,8303,5235,3068,1454.63,4001.98,1.71,2012
MLBI,,,,1152,822,330,695.07,15655.10,2.49,2012
ROTI,,,,1205,538,667,240.92,658.47,0.81,2012
PSDN,,,,683,273,410,56.93,284.43,0.67,2012
SKBM,,,,289,161,128,25.86,149.97,1.26,2012
SKLT,,,,250,120,129,20.04,187.45,0.93,2012
STTP,,,,1250,670,580,138.57,442.51,1.16,2012
AISA,,,,3868,1834,2033,538.18,694.96,0.90,2012
ALTO,,,,325,136,189,42.20,121.89,0.72,2012
ULTJ,,,,2421,744,1677,590.04,580.44,0.44,2012
RMBA,,,,6936,5012,1924,-55.71,265.74,2.60,2012
GGRM,,,,41509,14904,26606,6554.49,13827.70,0.56,2012
HMSP,,,,26248,12939,13308,5663.85,3036.37,0.97,2012
WIIM,,,,1207,551,656,5663.85,292.10,0.84,2012
DVLA,,,,1075,233,842,233.57,751.38,0.28,2012
INAF,,,,1189,539,650,90.72,209.76,0.83,2012
KLBF,,,,9418,2046,7372,2531.92,120.97,0.28,2012
KAEF,,,,2081,643,1437,308.47,258.74,0.45,2012
MERK,,,,569,153,417,156.75,18604.55,0.37,2012
PYFA,,,,136,48,88,12.35,163.91,0.55,2012
SCPI,,,,440,423,17,-7.28,4801.66,24.48,2012
SQBB,,,,397,72,325,-7.28,35105.64,0.22,2012
SQBI,,,,397,72,325,-7.28,334731.51,0.22,2012
TSPC,,,,4633,1280,3353,917.04,745.15,0.38,2012
TCID,,,,1262,165,1097,269.46,5455.01,0.15,2012
MBTO,,,,609,175,435,76.43,406.13,0.40,2012
MRAT,,,,455,70,386,52.67,901.60,0.18,2012
UNVR,,,,11985,8017,3968,6758.77,520.10,2.02,2012
KICI,,,,95,28,67,3.58,482.30,0.43,2012
KDSI,,,,571,255,316,60.28,780.26,0.81,2012
LMPI,,,,815,406,409,26.51,406.00,0.99,2012
ASRI,,,,10946,6215,4732,1492.76,240.82,1.31,2012
APLN,,,,15196,8847,6349,1539.12,309.69,1.39,2012
ELTY,,,,15236,6071,9164,-337.48,210.57,0.66,2012
BAPA,,,,159,72,87,5.78,132.18,0.82,2012
BEST,,,,2286,516,1770,498.02,201.95,0.29,2012
BIPP,,,,178,94,85,-21.65,44.51,1.11,2012
BKDP,,,,900,250,650,-36.92,88.83,0.38,2012
BCIP,,,,342,149,193,19.97,134.72,0.77,2012
BSDE,,,,16757,6225,10532,1659.02,601.91,0.59,2012
CTRA,,,,15023,6543,8481,1101.91,559.20,0.77,2012
CTRP,,,,5934,1945,3989,397.01,648.57,0.49,2012
CTRS,,,,4428,2214,2215,315.76,1119.12,1.00,2012
COWL,,,,1778,645,1134,102.99,232.77,0.57,2012
SCBD,,,,3559,902,2657,166.76,799.66,0.34,2012
DART,,,,4293,1455,2838,322.01,903.33,0.51,2012
DUTI,,,,6592,1437,5156,732.47,2786.87,0.28,2012
FMII,,,,355,105,250,7.03,91.82,0.42,2012
GAMA,,,,1234,206,1027,9.81,102.68,0.20,2012
KPIG,,,,2729,517,2212,138.00,624.03,0.23,2012
GMTD,,,,901,667,234,77.08,2304.12,2.85,2012
GWSA,,,,2075,424,1650,474.66,211.57,0.26,2012
OMRE,,,,774,232,542,73.94,310.72,0.43,2012
DILD,,,,6092,2141,3951,212.83,381.15,0.54,2012
JIHD,,,,4455,1076,3378,255.70,1450.59,0.32,2012
JRPT,,,,4998,2777,2221,507.39,807.79,1.25,2012
KIJA,,,,7078,3102,3975,515.77,200.61,0.78,2012
LCGP,,,,174,18,156,-0.09,111.02,0.11,2012
LAMI,,,,615,289,326,56.75,283.72,0.89,2012
LPCK,,,,2832,1604,1228,465.28,1765.04,1.31,2012
LPKR,,,,24869,13399,11470,1591.92,497.02,1.17,2012
EMDE,,,,886,362,524,26.26,156.40,0.69,2012
MTSM,,,,108,20,88,7.51,1517.74,0.23,2012
MKPI,,,,2553,844,1710,544.28,1802.93,0.49,2012
MTLA,,,,2016,462,1554,253.08,205.01,0.30,2012
MDLN,,,,4592,2366,2226,330.83,355.22,1.06,2012
NIRO,,,,2710,870,1840,26.88,102.21,0.47,2012
PWON,,,,7566,4431,3135,932.90,65.09,1.41,2012
PWSI,,,,275,617,-342,0.06,-4141.47,-1.80,2012
GPRA,,,,1310,607,703,69.97,164.39,0.86,2012
RBMS,,,,153,11,142,4.23,434.23,0.08,2012
RDTX,,,,1208,255,953,149.77,3546.05,0.27,2012
BKSL,,,,6154,1338,4816,256.97,153.40,0.28,2012
SMRA,,,,10876,7061,3815,1033.92,528.93,1.85,2012
SMDM,,,,2638,523,2114,68.01,527.70,0.25,2012
ADHI,,,,7872,6691,1181,504.60,655.59,5.67,2012
DGIK,,,,1758,751,1007,112.01,181.79,0.75,2012
JKON,,,,2558,1542,1016,335.61,345.97,1.52,2012
PTPP,,,,8551,6895,1656,763.24,341.95,4.16,2012
SSIA,,,,4855,3185,1670,1004.06,354.84,1.91,2012
TOTL,,,,2064,1358,706,255.95,206.99,1.92,2012
WIKA,,,,10945,8131,2814,900.15,460.89,2.89,2012
WSKT,,,,8366,6359,2007,-139.92,208.37,3.17,2012
LAPD,,,,1156,444,712,150.69,179.54,0.62,2012
PGAS,,,,37792,15021,22771,13204.74,939.33,0.66,2012
RAJA,,,,1319,742,577,-32.68,849.38,1.29,2012
CMNP,,,,3759,1248,2511,506.67,1255.67,0.50,2012
JSMR,,,,24754,14966,9788,2167.94,1439.38,1.53,2012
META,,,,2020,971,1048,61.57,76.57,0.93,2012
BTEL,,,,9052,7414,1638,-2071.86,53.56,4.53,2012
ISAT,,,,55225,35830,19395,8734.44,3569.31,1.85,2012
INVS,,,,3441,648,2793,551.41,1087.09,0.23,2012
FREN,,,,14340,9355,4984,-601.72,280.09,1.88,2012
TLKM,,,,111369,44391,66978,40062.00,3322.32,0.66,2012
EXCL,,,,35456,20086,15370,7509.51,1802.67,1.31,2012
ASSA,,,,2109,1376,733,61.88,215.73,1.88,2012
APOL,,,,3008,5921,-2913,-479.09,-336.00,-2.03,2012
BLTA,,,,26947,18280,8668,2328.23,750.39,2.11,2012
BULL,,,,3234,1834,1399,229.12,79.29,1.31,2012
CASS,,,,795,444,351,289.73,168.36,1.26,2012
CMPP,,,,69,38,31,0.63,573.35,1.22,2012
TAXI,,,,1783,1096,687,145.08,320.11,1.60,2012
GIAA,,,,24349,13567,10782,2728.78,476.20,1.26,2012
HITS,,,,2917,2531,386,150.34,82.88,6.55,2012
PTIS,,,,756,308,449,75.08,655.24,0.69,2012
IATA,,,,731,557,174,-6.91,0.53,3.20,2012
MIRA,,,,405,99,307,33.70,77.37,0.32,2012
MBSS,,,,3340,1296,2044,559.10,1167.70,0.63,2012
WEHA,,,,386,301,85,22.58,198.17,3.55,2012
NELY,,,,432,115,317,91.48,134.74,0.36,2012
TMAS,,,,1534,1185,349,265.65,305.78,3.40,2012
RIGS,,,,1620,653,968,299.77,1588.42,0.67,2012
SMDR,,,,6811,4065,2747,513.91,16772.00,1.48,2012
SDMU,,,,278,100,178,20.17,197.22,0.56,2012
SAFE,,,,42,125,-84,7.56,-213.98,-1.50,2012
INDX,,,,151,105,45,17.37,145.42,2.31,2012
TRAM,,,,3247,1941,1306,-117.36,134.25,1.49,2012
WINS,,,,3278,1562,1716,385.61,475.33,0.91,2012
ZBRA,,,,47,37,10,-1.11,14.96,3.80,2012
INDY,,,,22698,12789,9909,1844.28,190.19,1.29,2012
IBST,,,,2155,907,1248,587.68,1213.78,0.73,2012
TBIG,,,,14317,10072,4245,1403.46,885.10,2.37,2012
SUPR,,,,3882,2161,1721,253.13,2340.89,1.26,2012
TOWR,,,,13574,10155,3419,1472.70,3350.56,2.97,2012
TRUB,,,,3597,2296,1301,120.45,82.36,1.76,2012
INPC,,,,20559,18621,1937,92.11,225.93,9.61,2012
BBKP,,,,65690,60693,4997,1131.73,626.94,12.15,2012
BNBA,,,,3484,2961,523,84.29,226.19,5.67,2012
BACA,,,,5666,5008,658,71.37,144.54,7.61,2012
BBCA,,,,442994,390067,51898,15492.18,2104.97,7.52,2012
BNGA,,,,197412,174761,22652,6055.05,901.33,7.72,2012
BDMN,,,,155791,127058,28733,5954.48,2997.85,4.42,2012
BAEK,,,,25365,22682,2683,312.29,1004.91,8.45,2012
SDRA,,,,7621,7083,538,170.07,232.22,13.17,2012
BABP,,,,7434,6720,714,24.63,130.12,9.41,2012
BNII,,,,115773,106105,9667,2103.10,171.77,10.98,2012
BMRI,,,,635619,559086,76533,21124.94,3279.98,7.31,2012
MAYA,,,,17167,15321,1846,398.53,596.97,8.30,2012
MEGA,,,,65219,58956,6263,1750.09,1717.74,9.41,2012
BCIC,,,,15240,13996,1244,166.71,0.00,11.25,2012
BBNI,,,,333304,289778,43525,9417.89,2333.96,6.66,2012
BBNP,,,,8212,7551,661,123.31,1587.61,11.42,2012
NISP,,,,79142,70190,8951,1357.75,1047.09,7.84,2012
BSWD,,,,2541,2167,374,76.38,430.61,5.80,2012
PNBN,,,,148793,131145,17648,3299.08,732.65,7.43,2012
BJTM,,,,29112,23625,5487,1035.80,367.83,4.31,2012
BNLI,,,,131799,119303,12496,1990.12,1170.42,9.55,2012
BEKS,,,,7683,7029,654,126.08,60.83,10.74,2012
BKSW,,,,4645,3782,863,-16.25,242.31,4.38,2012
BBRI,,,,551337,486455,64882,24276.97,2630.08,7.50,2012
AGRO,,,,4040,3668,372,55.87,102.80,9.86,2012
BSIM,,,,15152,13326,1826,94.49,177.52,7.30,2012
BBTN,,,,111749,101470,10279,2129.82,992.51,9.87,2012
BTPN,,,,59090,51356,7734,2585.88,1324.24,6.64,2012
BVIC,,,,14353,12884,1469,268.30,222.46,8.77,2012
MCOR,,,,6495,5740,756,144.98,176.44,7.60,2012
BJBR,,,,70841,61765,6009,1585.96,619.70,10.28,2012
ADMF,,,,25460,20425,5036,1967.42,5035.77,4.06,2012
BPFI,,,,529,341,188,41.80,188.48,1.81,2012
BFIN,,,,6570,3709,2862,641.50,1881.96,1.30,2012
INCF,,,,2,12,-11,-2.06,-172.05,-1.15,2012
BBLD,,,,3495,2480,1015,206.35,616.56,2.44,2012
CFIN,,,,4854,2404,2450,724.98,649.01,0.98,2012
DEFI,,,,45,1,44,0.67,657.90,0.01,2012
HDFA,,,,1588,1333,255,59.33,165.80,5.22,2012
MFIN,,,,4063,3174,888,308.61,288.52,3.57,2012
TRUS,,,,421,233,188,58.55,469.92,1.24,2012
TIFA,,,,1086,846,240,149.29,221.97,3.53,2012
VRNA,,,,1955,1737,219,207.07,218.16,7.95,2012
WOMF,,,,3348,2904,444,370.97,222.14,6.54,2012
HADE,,,,345,183,162,3.83,76.26,1.13,2012
KREN,,,,567,266,301,17.82,95.06,0.88,2012
